JobRefNo,DigerPozisyon,Qualifications,Classification
3463920,Mimar,"<p class=""x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_MsoNormal"">Türkiye’de özel hastaneciliğin öncülerinden Medicana Sağlık Grubu, 30 yılı aşan deneyimi ile yatırımlarını ve geleceğin hizmet standartlarını belirleme yolunda ilerleyişini sürdürüyor.<br></p><p>Pek çok alanda geleceğin sağlık hizmet standardını belirleyen Medicana Sağlık Grubu’na bağlı<strong> Genel Merkez</strong> ekibine&nbsp;katılmak üzere;</p><ul><li>&nbsp; &nbsp; &nbsp;&nbsp;İç mimari konsept ve uygulama projeleri hazırlayabilecek,&nbsp;</li><li>&nbsp; &nbsp; &nbsp; Detay çözümleri üretebilecek ve sistem detayları çizebilecek,</li><li>&nbsp; &nbsp; &nbsp;&nbsp;Projeleri sahada uygulatabilecek,</li><li>&nbsp; &nbsp; &nbsp;&nbsp;Üniversitelerin mimarlık ve iç mimarlık bölümünden mezun,</li><li>&nbsp; &nbsp; &nbsp; En az 7 yıl ofis tecrübesi bulunan,</li><li>&nbsp; &nbsp; &nbsp;&nbsp;Tasarım yönü gelişmiş, ince yapı bilgisi olan, malzeme detay bilgisine sahip,</li><li>&nbsp; &nbsp; &nbsp;&nbsp;Çalışkan, dinamik, sorumluluk sahibi ve güçlü iletişim becerisine sahip,</li><li>&nbsp; &nbsp; &nbsp;&nbsp;Sorun çözme becerisine sahip,</li><li>&nbsp; &nbsp; &nbsp;&nbsp;Proje ve şantiye koordinasyon sürecini yönetecek,</li><li>&nbsp; &nbsp; &nbsp; Birlikte çalıştığı ekibi yönetecek</li><li>&nbsp; &nbsp; &nbsp; Tam zamanlı yoğun iş temposunda çalışabilecek,</li><li>&nbsp; &nbsp; &nbsp;&nbsp;Autocad, Office ve ilgili görselleştirme programlarını iyi kullanan,</li><li>&nbsp; &nbsp; &nbsp;&nbsp;Seyahat engeli olmayan,</li><li>&nbsp; &nbsp; &nbsp;&nbsp;Eğitim ve askerlikle ilgili ilişkisi olmayan,</li><li>&nbsp; &nbsp; &nbsp;&nbsp;İleri düzey İngilizce bilen,</li></ul><p class=""x_x_x_x_x_x_x_x_x_x_x_x_x_MsoListParagraphCxSpMiddle""><strong>&nbsp;Mimar / İç Mimar&nbsp;</strong>arıyoruz.&nbsp;</p><p class=""x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_MsoNormal"">Adayların başvurularını fotoğraflı özgeçmiş ve 15 mb geçmeyen dijital portfolyo ile birlikte e-posta yoluyla yapmaları rica olunur.&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;<br></p>",İnşaat
3463916,Mimar,"<p class=""x_x_x_x_x_x_x_MsoNormal"">Türkiye’de özel hastaneciliğin öncülerinden Medicana Sağlık Grubu, 30 yılı aşan deneyimi ile yatırımlarını ve geleceğin hizmet standartlarını belirleme yolunda ilerleyişini sürdürüyor.<br></p><p>Pek çok alanda geleceğin sağlık hizmet standardını belirleyen Medicana Sağlık Grubu’na bağlı<strong> Genel Merkez</strong> ekibine&nbsp;katılmak üzere;</p><ul><li>&nbsp; &nbsp; &nbsp;&nbsp;İç mimari&nbsp; konsept ve uygulama projeleri hazırlayabilecek,&nbsp;</li><li>&nbsp; &nbsp; &nbsp; Detay çözümleri üretebilecek ve sistem detayları çizebilecek,</li><li>&nbsp; &nbsp; &nbsp;&nbsp;Projeleri sahada uygulatabilecek,</li><li>&nbsp; &nbsp; &nbsp;&nbsp;Üniversitelerin mimarlık ve iç mimarlık bölümünden mezun,</li><li>&nbsp; &nbsp; &nbsp; En az 7 yıl ofis tecrübesi bulunan,</li><li>&nbsp; &nbsp; &nbsp;&nbsp;Tasarım yönü gelişmiş, ince yapı bilgisi olan, malzeme detay bilgisine sahip,</li><li>&nbsp; &nbsp; &nbsp;&nbsp;Çalışkan , dinamik, sorumluluk sahibi ve güçlü iletişim becerisine sahip,</li><li>&nbsp; &nbsp; &nbsp;&nbsp;Sorun çözme becerisine sahip,</li><li>&nbsp; &nbsp; &nbsp;&nbsp;Proje ve şantiye koordinasyon sürecini yönetecek,</li><li>&nbsp; &nbsp; &nbsp; Birlikte çalıştığı ekibi yönetecek</li><li>&nbsp; &nbsp; &nbsp; Tam zamanlı yoğun iş temposunda çalışabilecek,</li><li>&nbsp; &nbsp; &nbsp;&nbsp;Autocad, Office ve ilgili görselleştirme programlarını iyi kullanan,</li><li>&nbsp; &nbsp; &nbsp;&nbsp;Seyahat engeli olmayan,</li><li>&nbsp; &nbsp; &nbsp;&nbsp;Eğitim ve askerlikle ilgili ilişkisi olmayan,</li><li>&nbsp; &nbsp; &nbsp;&nbsp;İleri düzey İngilizce bilen,</li></ul><p class=""x_x_x_x_x_MsoListParagraphCxSpMiddle""><strong>&nbsp;Mimar / İç Mimar </strong>arıyoruz.&nbsp;</p><p class=""x_x_x_x_x_x_x_MsoNormal"">Adayların başvurularını fotoğraflı özgeçmiş ve 15 mb&nbsp; geçmeyen dijital portfolyo ile birlikte e-posta yoluyla yapmaları rica olunur.&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;<br></p>",İnşaat
3463895,İnşaat Mühendisi (Saha Mühendisi),"<p><strong>*&nbsp;Bayburt Gümüşhane Havalimanı Üstyapı Tesisleri ve Müteferrik İşler İnşaatı projemizde görevlendirilmek üzere en az 10 yıl tecrübeli İnşaat Mühendisi çalışma arkadaşı aramaktayız.</strong></p><p><u>GENEL NİTELİKLER</u></p><ul type=""disc""><li>Üniversitelerin ilgili bölümlerinden mezun,</li><li>Üstyapı projelerinde, saha tecrübesine sahip; farklı konseptlerde yapıların(Avm,&nbsp;<u>Tercihen Havalimanı</u>, yüksek katlı konut ve ofis projeleri vb.) inşaat sürecinde en az 10 yıl deneyimli,</li><li>İnşaat imalat süreçlerine hakim, malzeme, ekipman uygulama bilgisine sahip,</li><li>İdari, resmi daire, taşeron ve ekip yönetimi konusunda bilgi ve beceri sahibi,</li><li>Projede belirlenen mimari konsept kapsamında; inşaat işleri ile ilgili malzemelerin keşiflerini yapabilen,</li><li>Satın alması yapılacak&nbsp; malzemelerinin temin süreçlerini&nbsp; yürütebilen,</li><li>Autocad ve Ms Office programlarını iyi derecede kullanabilen,</li><li>Çözüm odaklı ve analitik düşünebilen,</li><li>İnsan ilişkileri ve ifade yeteneği iyi, takım çalışmasına yatkın,</li></ul>",İnşaat
3463776,İnşaat Mühendisi,<p><strong>SİVAS Merkezde bulunan Şantiyemizde İnşaat mühendisi Saha sorumlusu Yapılan işlerin takibi ve hakkedişler&nbsp;hazırlama</strong></p>,İnşaat
3463733,Architect (Woman),"<p color="""">Yurtdışındaki inşaat şirketleri ile mevcut olan ilişkilerimizi yönetmek ve genişletmek yeni şirketler ile yeni ilişki kurmak ve çalışmalarımızı tanıtmak amacı ile ..<br></p><p color="""">Üniversiteden Mimarlık bölümlerinden mezun,</p><p color="""">Ana dili Arapça - Türkçe ve İngilizce'yi hakim,</p><p color="""">Sektörde satış, müşteri ilişkileri ve operasyon konularında deneyimli,</p><p color="""">Yaratıcı yönü ve tasarım kabiliyeti kuvvetli, yenilikçi,</p><p color="""">Kariyerine profesyonel bir markada devam etmek isteyen ve yoğun çalışmaya odaklı,</p><p color="""">Planlama ve koordinasyon becerisi yüksek, iletişimi güçlü,</p><p color="""">Malzeme ve uygulama konusunda güncel piyasa bilgilerine hakim,</p><p color="""">Tercihen Autocad, 3ds Max programı kullanabilen,</p><p color="""">Bayan bir Mimar arıyoruz.</p>",İnşaat
3463724,Şantiye Şefi,"<ul color="""" color=""""><li>Üniversiteden İnşaat Mühendisliği/Mimarlık Bölümü mezunu</li><li>Lüks Konut ve Lüks villa projelerinde en az 5 yıllık deneyim</li><li>Şantiye şefi pozisyonunda en az 2 proje tamamlamış</li><li>İş Sağlığı ve Güvenliği konularında hassas ve sorumluluk sahibi,</li><li>Avan-konsept-kesin-uygulama proje hazırlanması süreçlerine hakim</li><li>Mimari-Statik-Elektrik-Mekanik-Peyzaj-Altyapı-Cephe projeleri arasında koordinasyonu sağlayabilecek</li><li>Planlama,organizasyon,uygulama,raporlama,bütçe ve maliyet yönetimi konularında deneyimli</li><li>Proje imalat kalemleri için ihale paketini oluşturabilecek hesap, hak ediş tecrübesine sahip</li><li>Şantiye uygulama denetimini üst seviyede, malzeme-ürün-marka bilgisi yeterli</li><li>Satın alma,İhale,Taşeron organizasyonunu yapabilecek</li><li>İmalat ve saha koordinasyonunu yapabilecek</li><li>Projenin uygulanması esnasında denetim ve yönlendirme yetisine sahip</li><li>İletişim yetenekleri gelişmiş</li><li>Esnek çalışma saatlerine ve takım çalışmasına uyum saglayabilecek</li></ul>",İnşaat
3463708,Şantiye Şefi,"<p>GENEL NİTELİKLER VE İŞ TANIMI</p><p>Üniversitelerin ilgili mühendislik bölümlerinden mezun,</p><p>• DOĞALGAZ ALTYAPI&nbsp; &nbsp;ve Proje Ekip Yönetiminde en az 5 yıl tecrübeli ,</p><p>• Planlama, organizasyon ve raporlama yapabilen,</p><p>• Aktif araç kullanabilen</p><p>• Sorumluluk sahibi, detaylara önem veren,</p><p>• Analitik düşünebilen ve problem çözme yeteneğine sahip,&nbsp;</p><p>• İletişim becerileri kuvvetli,</p><p>• Takım çalışmasına yatkın,</p><p>• Erkek adaylar için askerliğini yapmış,</p><p>• Yurtiçi ve yurtdışı seyahat engeli bulunmayan&nbsp; ŞANTİYE ŞEFLERİ aramaktayız.</p><p>Lokasyon Trabzon, Ordu, Balıkesir, Mersin ve Osmaniye</p>",İnşaat
3463676,Solar Panel Üretim Operatörü,"<strong>GENEL NİTELİKLER VE İŞ TANIMI</strong><ul> <li><br>En az lise mezunu, Tercihen meslek liselerinin Makina, Elektrik, Elektronik, Metal, Torna, Tesviye vb. bölümlerinden mezun,<br>3 vardiya düzeninde çalışabilecek, <br>Dikkat ve sorumluluk sahibi, Takım çalışmasına yatkın,<br>Özverili bir şekilde çalışan,<br>Güçlü iletişim yetkinliklerine sahip,<br>Gelişime açık, <br>İstanbul/Avrupa yakasında ikamet eden,<br>Arçelik Beylikdüzü Elektronik İşletmesinde “Solar Panel Üretim Operatörü “pozisyonunda görev alacak ekip arkadaşları arıyoruz. <br> <br><strong>İş Tanımı</strong></li> <li><br>Üretim plan ve programı doğrultusunda; zamanında, verimli, kaliteli ve günlük üretim planına uygun ve uyumlu, üretim temposuna ayak uyduracak şekilde Solar Panel üretim operasyonlarının yapılması,</li> </ul><strong>Arçelik</strong> İşe alımda fırsat eşitliği sağlar. Tüm başvurular; ırk, cinsiyet, renk, ulusal veya sosyal köken, etnik köken, din, yaş, maluliyet, cinsel yönelim, toplumsal cinsiyeti ifade eden tanımlar, medeni durum, siyasi görüş veya geçerli yasalarla korunan diğer statüler bazında ayrımcılık yapmadan değerlendirilecektir.’’",İnşaat
3463626,Vinç Operatörü,<p>55 tonluk teleskobik vinç operatörü kullanabilecek betonarme prefabrik yapı malzeme döşemesi işini yapacak tecrübeli operatör alınacaktır.</p>,İnşaat
3463588,İç Mimar/İnegöl,"<ul color="""" color=""""><li>BURSA/İNEGÖL FABRİKAMIZA</li><li>Üniversitelerin iç mimarlık, mimarlık ya da endüstriyel tasarım bölümlerinden mezun,</li><li>Sektörde 10 yıl tecrübesi olan,</li><li>Seyahat engeli olmayan,</li><li>Yaratıcı yönü ve tasarım kabiliyeti kuvvetli, yenilikçi,</li><li>Kariyerine profesyonel bir markada devam etmek isteyen ve yoğun çalışmaya odaklı,</li><li>Planlama ve koordinasyon becerisi yüksek, iletişimi güçlü,</li><li>Malzeme ve uygulama konusunda güncel piyasa bilgilerine hakim,</li><li>Uyumlu mağaza konsept uygulamaları oluşturabilecek,</li><li>Dekorasyon fikirlerine sahip ve uygulamada başarılı olabilecek,</li><li>&nbsp;Autocad, 3ds Max programı kullanabilen,</li><li>Ekip arkadaşı arıyoruz.</li></ul>",İnşaat
3463565,Kıdemli İç Mimar,"<p>Sektörde&nbsp;<strong>en az 5 yıl</strong>&nbsp;profesyonel deneyime sahip,</p><p>Orta ve büyük ölçekli projelerde yer almış,</p><p>Disiplinlerarası koordinasyonu sağlayarak, sorumluluğundaki projeyi yönetebilen,</p><p>Vizyon sahibi,</p><p><strong>Autocad ve Office</strong> programlarını çok iyi kullanabilen,</p><p>Tasarım kabiliyeti yüksek,</p><p>Teknik detaylara hakim,</p><p>Malzeme bilgisine sahip ve detay çözümleyebilen,</p><p>Erkek adaylar için askerlikle ilişkisi olmayan,</p><p>İzmir ofisimizde görevlendirilmek üzere,</p><p>Ekip arkadaşları arıyoruz.</p><p><strong>Ofis çalışma saatleri: Hafta içi 08:45-18:45</strong>&nbsp;</p><p><strong><u>CV ve portfolyosuz başvurular değerlendirmeye alınmayacaktır</u></strong>.</p>",İnşaat
3463538,Mimar,"<p class=""x_x_x_x_x_MsoNormal"">Şirketimizin İstanbul’da bulunan Şantiye Tasarım Ofislerinde ve Merkez Ofis’te görevlendirilmek üzere;</p><p class=""x_x_x_x_x_MsoNormal""><br><strong>Genel Nitelikler</strong></p><ul type=""disc""><li class=""x_x_x_x_x_MsoNormal"">Üniversitelerin Mimarlık Bölümü'nden mezun </li><li class=""x_x_x_x_x_MsoNormal"">En az 6 yıllık şantiye ve/veya ofis deneyimi olan</li><li class=""x_x_x_x_x_MsoNormal"">Uygulama projelerinde deneyimli, ince işlerde imalat, yöntem ve detaylar ile malzeme konusunda bilgi sahibi olan</li><li class=""x_x_x_x_x_MsoNormal"">Mesleğin gerektirdiği bilgisayar programlarını iyi derecede kullanabilen</li><li class=""x_x_x_x_x_MsoNormal"">Planlama ve koordinasyon becerisine sahip </li><li class=""x_x_x_x_x_MsoNormal"">Sonuç ve kalite odaklı çalışan </li><li class=""x_x_x_x_x_MsoNormal"">Ekip çalışmasına yatkın </li><li class=""x_x_x_x_x_MsoNormal"">Erkek adaylar için askerlikle ilişiği olmayan </li><li class=""x_x_x_x_x_MsoNormal"">B sınıfı sürücü belgesine sahip ve aktif araç kullanabilen</li></ul><p class=""x_x_x_x_x_MsoNormal"">&nbsp;</p><p class=""x_x_x_x_x_MsoNormal""><strong>İş Tanımı</strong></p><ul type=""disc""><li class=""x_x_x_x_x_MsoNormal"">Projeye uygun kullanılacak malzeme miktarlarını belirleyip talepleri oluşturacak</li><li class=""x_x_x_x_x_MsoNormal"">Proje kapsamında gerekli taşeron teknik şartnamelerinin ve sözleşmelerinin hazırlanmasına destek olacak</li><li class=""x_x_x_x_x_MsoNormal"">İş programına göre imalatların gerçekleştirilmesini ve uygun olmayan imalatların düzeltilmesini sağlayacak</li><li class=""x_x_x_x_x_MsoNormal"">Projeyi hazırlama ve uygulama açısından inceleyip sorunlu görünen konulara çözüm getirecek</li><li class=""x_x_x_x_x_MsoNormal"">Uygulama ve detay projelerin hazırlanmasında görev alabilecek</li><li class=""x_x_x_x_x_MsoNormal"">Hazırlanan projelerin revizyon ve dağıtım aşamalarını takip ederek sahaya uygulanacak kalitede sunabilecek</li><li class=""x_x_x_x_x_MsoNormal"">İmalat sırasında sahada ihtiyaç duyulacak ilave hesap ve çizimleri hazırlayabilecek</li><li class=""x_x_x_x_x_MsoNormal"">Diğer disiplinler ve şantiye ile koordinasyonu sağlayabilecek</li><li class=""x_x_x_x_x_MsoNormal"">Projelerin yapım aşaması ve sahada uygulanması ile ilgili çıkabilecek tüm detayların çözümlenmesini sağlayabilecek</li><li class=""x_x_x_x_x_MsoNormal"">İş programı takibini yaparak gerekli önlemleri alabilecek</li><li class=""x_x_x_x_x_MsoNormal"">Yurtiçi ve Yurtdışında mimari ve konut projeleri ile ilgili gelişmeleri, teknolojik yenilikleri, yeni malzemeleri takip edecek</li></ul><p class=""x_x_x_x_x_MsoNormal"">&nbsp;</p><p></p><p class=""x_x_x_x_x_MsoNormal"">""Mimarlar"" arıyoruz.</p>",İnşaat
3463474,Şantiye Şefi,"<p>* Özbir Yapı bünyesinde görevlendirilmek üzere ''Şantiye Şefi'' arayışımız bulunmaktadır.<br></p><p>* Üniversitelerin inşaat mühendisliği bölümünden mezun,<br></p><p>*Daha önce yüksek katlı konut Projelerinde görev almış,</p><p>* Tercihen kaba ve ince işlerde en az 5 yıl tecrübeye sahip,</p><p>* Metraj, Hakediş, Ataşman, Autocad, MS Office programlarına hakim,</p><p>* Tercihen B sınıfı ehliyet sahibi ve aktif araç kullanabilen,</p><p>* Takım çalışmasına yatkın, yoğun iş temposunda çalışabilecek,</p><p>* İş konusunda takipçi, dikkatli ve disiplinli, eğitime ve gelişime açık,</p><p>* Esnek çalışma saatlerine uyum sağlayabilecek,</p><p>*Erkek adaylar için askerlik görevini tamamlamış</p><p>&nbsp;&nbsp;<u>ŞANTİYE ŞEFİ&nbsp;</u>aramaktayız.</p>",İnşaat
3463468,Şantiye Şefi,"<p>Şirketimizin İstanbul'da yapımını üstlenmiş olduğu&nbsp; Üstyapı Projesinde görevlendirilmek üzere aşağıda belirtilen niteliklere sahip ‘Şantiye Şefi’ aramaktayız.<br><br>• Üniversitelerin İnşaat Mühendisliği&nbsp; bölümünden mezun,<br>• Üst yapı projelerinde en az 10 yıllık deneyime sahip,<br>• Kamu ihale projelerinde deneyime sahip,<br>• Tercihen ERP programlarına hakim,<br>• Projenin tüm disiplinleri (inşaat, mekanik, elektrik, idari işler vb.) arasındaki koordinasyonun sağlanmasında yönetsel tecrübeye sahip,<br>• Ekip yönetim becerileri gelişmiş,<br></p><p>• Titiz, dinamik, disiplinli.</p>",İnşaat
3463451,Şantiye Şefi,"<p class=""x_MsoNormal""><strong>Üst yapı işi deneyimli ( en az 8 yıllık) İnşaat Mühendisi çalışma arkadaşı aramaktayız.</strong></p><p class=""x_MsoNormal""><strong>Üstyapı</strong>&nbsp;&nbsp;projelerinde saha tecrübesi olan;&nbsp;&nbsp;<strong></strong></p><p class=""x_MsoNormal"">Sözleşmeler , yazışmalar, keşif, metraj, hakediş,kesin hesap ve yeni fiyat analizi hazırlama konularında tecrübeli</p><p class=""x_MsoNormal"">Autocad , office programlarına hakim,</p><p class=""x_MsoNormal"">İşlerin zamanında ve kaliteli bir şekilde yapılmasını sağlayacak,&nbsp;</p><p class=""x_MsoNormal"">Günlük-Haftalık ve Aylık raporlama ve analizleri hazırlatıp arşivlenmesini sağlayabilecek,</p><p class=""x_MsoNormal"">Planlama ve iş paylaşımını yapıp , işleri yürütebilecek,</p><p class=""x_MsoNormal"">Şantiye koordine işlemlerini , personel ve diğer çalışan ekipleri yönlendirme, görevlendirme konularında tecrübeli,&nbsp;</p><p class=""x_MsoNormal"">&nbsp;</p><p class=""x_MsoNormal"">Temsil kabiliyeti yüksek ,</p><p class=""x_MsoNormal"">&nbsp;</p><p class=""x_MsoNormal"">Analitik düşünen, çözüm odaklı çalışan,&nbsp;</p><p class=""x_MsoNormal"">&nbsp;</p><p class=""x_MsoNormal"">Doğu Anadolu Bölgesinde ikamet eden veya edebilecek olan.</p>",İnşaat
3463449,Gayrimenkul Danışmanı,"<p>SERDİVANDA YENİ AÇILACAK OLAN REMAX OFİSİMİZ İÇİNGENEL NİTELİKLER VE İŞ TANIMI</p><p>Türkiye'nin potansiyeli yüksek, iş hacmi en geniş ve en dinamik alanı Gayrimenkul sektöründe kariyer sahibi olmak isteyen, yüksek performans ve kazanç hedefleyen, yeniliklere ve gelişime açık, eğitimi önemseyen siz adaylarımız ile 20 yıllık tecrübemizi paylaşarak birlikte daha da büyümek için hedeflerimizi belirlemeye davet ediyoruz!</p><p><br></p><p><strong>Kariyerinize doğru adreste başlamak, hedefleriniz için bir adım ileride olmak demektir!</strong></p><p>RE/MAX&nbsp; büyük düşünen, yüksek performans ve kazanç hedefleyen profesyoneller ile Sakarya bölgesinde hizmet veren Gayrimenkul Danışmanlığı ofisidir.</p><p><br></p><p><strong>RE/</strong><strong>MAX</strong>&nbsp;</p><p>1973 yılında ABD de kurulmuş, bugün dünyada en çok gayrimenkul satışı gerçekleştiren ve halen 115 ülkede 8.000 franchise ofisi ve 128.000 gayrimenkul danışmanı ile sektöründe gayrimenkul alım-satım, aracılık ve ekspertiz konularında lider firmadır.</p><p>&nbsp;</p><p><strong>RE/MAX&nbsp;Türkiye</strong></p><p>1997 yılında Türkiye’de kurulan ilk uluslararası gayrimenkul franchise firması olarak çalışmalarına başlamıştır.&nbsp;Bugün Türkiye ve KKTC’de 30 dan fazla şehirde 210 franchise ofisi, 4.000'i aşkın profesyonel gayrimenkul danışmanı ve 30.000 den fazla satılık / kiralık portföyü ile ülkemizde hızla gelişen gayrimenkul sektöründe lider durumundadır.</p><p><br></p><p><u><strong>RE/MAX MEGA OFİS OLANAKLARI</strong></u></p><p>* Sahada bire bir Broker desteği<br></p><p>* Teknolojik alt yapı desteği</p><p>* Profesyonel Hukuk</p><p>* Yurt içi ve yurt dışında ilan portalları kullanımı ve güçlü network ağı&nbsp;</p><p>* Paylaşım ve yardımlaşmanın kültür haline geldiği yüksek motivasyon sağlayan modern ve huzurlu çalışma ortamı</p><p>* Birbirlerini destekleyen, paylaşımcı ve güçlü bir ekip</p><p><br></p><p><strong>BU İŞ İÇİN TECRÜBE GEREKLİ DEĞİLDİR.!</strong></p><p>İş akdimizi imzaladığımız günden itibaren RE/MAX Türkiye'nin yeni gayrimenkul danışmanlarına yönelik eğitim programı ile sektöre ilk adımlarınızı sağlam atmanızı sağlıyoruz.&nbsp;</p><p>Kariyeriniz boyunca ihtiyacınız olan her konuda bilgiyi RE/MAX Türkiye&nbsp; ofis içi eğitimlerinde rahatlıkla bulabilirsiniz.</p><p><u><br></u></p><p><strong><u>ARANAN NİTELİKLER</u></strong></p><p>* İletişim becerisi güçlü ve öz güveni yüksek</p><p>* Hedef odaklı, enerjik, hırslı, sabırlı ve cesur</p><p>* Uluslararası firma bünyesinde minimum sermaye ile kendi işinin sahibi olmak isteyen</p><p>* Satış ve pazarlama deneyimi olan veya ilgi duyan</p><p>* Eğitime ve kişisel gelişime önem veren</p><p>* Başarı odaklı girişimci ruhlu</p><p>* Dış görünümüne önem veren</p><p>* İç motivasyonu yüksek ve pozitif bakış açısına sahip, güler yüzlü, yüksek enerjili</p><p>* Bireysel yüksek geliri önemseyen ve hedefleyen</p><p>* Sabit maaş beklentisi olmayan</p><p>* Sistemli ve özgür bir çalışma ortamını seven</p><p>* Kendi işinin patronu olmak isteyen</p><p>* Kendi performansı ile orantılı gelir hedefleyecek olan</p><p>* Hayalleri, hedefleri ve gelecek planları olan</p><p>* Ekip çalışmasına yatkın, sorumluluk bilinciyle çalışacak</p><p>* Dürüstlüğü ilke edinmiş, gelişime açık, çevresiyle uyumlu çalışabilen</p><p>* Gayrimenkul sektörüne ilgi duyan ve bu sektörde kariyer yapmak isteyen</p><p><br></p><p><strong>BAŞKASI İÇİN DEĞİL KENDİSİ İÇİN ÇALIŞMAYA KARAR VERMİŞ, GAYRİMENKUL SEKTÖRÜNDE KARİYER YAPMAK VE YÜKSEK KAZANÇ ELDE ETMEK İSTEYEN TECRÜBELİ & TECRÜBESİZ GİRİŞİMCİ GAYRİMENKUL DANIŞMANLARI ALINACAKTIR</strong><br></p><p><br></p><p>RE/MAX dünyasının size sunabileceği birçok fırsatı değerlendirmek isterseniz ve tüm bu özellikler beni anlatıyor diyorsanız bize katılın...</p>",İnşaat
